last_updated,requisition_id,job_id,job_title,agency,client,location,pay_rate_min,pay_rate_max,pay_type,rsvps,target_rsvps,status
2025-09-22T14:29:45.396963-05:00,FLEX-19162,9878008416,Warehouse Operative,Indeed,OnTrac Final Mile,"Cartersville, GA",16.5,16.5,PayType.HOURLY,20,100,closed
2025-09-18T11:34:04.645983-05:00,FLEX-19161,9877919735,Warehouse Operative,Indeed,CTDI,"Flower Mound, TX",13.0,13.5,PayType.HOURLY,0,200,closed
2025-11-20T16:43:31.068996-06:00,FLEX-19151,9877182969,Hospitality General Labor,Indeed,Indeed Flex Applications,"Chicago, IL",18.0,18.0,PayType.HOURLY,79,80,closed
2025-09-22T15:07:14.621177-05:00,FLEX-19141,9876811972,Forklift Driver,Indeed,"Stord, Inc","North Haven, CT",18.35,18.35,PayType.HOURLY,5,45,closed
2025-09-22T15:07:15.693153-05:00,FLEX-19140,9876808351,Warehouse Clerk,Indeed,"Stord, Inc","North Haven, CT",17.35,17.35,PayType.HOURLY,10,100,closed
2025-09-22T15:07:16.746609-05:00,FLEX-19139,9876802841,Picker Packer,Indeed,"Stord, Inc","North Haven, CT",16.35,16.35,PayType.HOURLY,0,,closed
2025-10-24T09:01:39.296731-05:00,FLEX-19138,9876797847,Picker Packer,Indeed,"Stord, Inc","North Haven, CT",16.35,16.35,PayType.HOURLY,7,,closed
2025-09-22T14:06:17.563651-05:00,FLEX-19137,9876749735,Warehouse Operative,Indeed,Uplift Desk ,"Austin, TX",18.0,18.0,PayType.HOURLY,0,80,closed
2025-09-22T14:03:10.584645-05:00,FLEX-19136,9876749080,Warehouse Operative,Indeed,Uplift Desk ,"Austin, TX",18.0,18.0,PayType.HOURLY,60,80,closed
2025-11-20T16:43:31.049034-06:00,FLEX-19135,9876741524,Event Staff,Indeed,"UT Austin, Parking and Transportation Services","Austin, TX",20.0,21.0,PayType.HOURLY,0,300,closed
2025-11-20T16:43:31.027597-06:00,FLEX-19134,9876741188,Event Staff,Indeed,"UT Austin, Parking and Transportation Services","Austin, TX",20.0,21.0,PayType.HOURLY,66,300,closed
2025-09-18T15:55:51.899329-05:00,FLEX-19133,9876687047,Assembler,Indeed,Foxconn,"Fort Worth, TX",17.0,17.0,PayType.HOURLY,0,60,closed
2025-09-18T15:55:53.125936-05:00,FLEX-19132,9876686156,Assembler,Indeed,Foxconn,"Fort Worth, TX",17.0,17.0,PayType.HOURLY,0,60,closed
2025-09-22T12:27:10.379520-05:00,FLEX-19131,9876680665,Warehouse Operative,Indeed,Ingram Content Group,"La Vergne, TN",19.5,19.5,PayType.HOURLY,57,100,closed
2025-09-22T12:27:01.316112-05:00,FLEX-19130,9876679938,Warehouse Operative,Indeed,Ingram Content Group,"La Vergne, TN",19.5,19.5,PayType.HOURLY,3,100,closed
2025-09-22T12:26:50.803660-05:00,FLEX-19129,9876679941,Warehouse Operative,Indeed,Ingram Content Group,"La Vergne, TN",17.5,17.5,PayType.HOURLY,4,100,closed
2025-09-22T12:26:41.259324-05:00,FLEX-19128,9876679158,Warehouse Operative,Indeed,Ingram Content Group,"La Vergne, TN",17.5,17.5,PayType.HOURLY,24,100,closed
2025-09-22T12:26:31.535410-05:00,FLEX-19127,9876679165,Forklift Driver,Indeed,Ingram Content Group,"La Vergne, TN",19.5,19.5,PayType.HOURLY,16,100,closed
2025-09-18T15:55:55.396537-05:00,FLEX-19126,9876678377,Assembler,Indeed,Foxconn,"Fort Worth, TX",15.0,15.0,PayType.HOURLY,32,60,closed
2025-09-22T12:26:20.851120-05:00,FLEX-19125,9876678382,Forklift Driver,Indeed,Ingram Content Group,"La Vergne, TN",19.5,19.5,PayType.HOURLY,16,100,closed
2025-09-22T12:26:09.992556-05:00,FLEX-19124,9876678378,Forklift Driver,Indeed,Ingram Content Group,"La Vergne, TN",17.5,17.5,PayType.HOURLY,19,100,closed
2025-09-22T12:25:58.868951-05:00,FLEX-19123,9876677653,Forklift Driver,Indeed,Ingram Content Group,"La Vergne, TN",17.5,17.5,PayType.HOURLY,1,100,closed
2025-09-22T12:25:46.441192-05:00,FLEX-19122,9876676747,Forklift Driver,Indeed,Ingram Content Group,"La Vergne, TN",17.5,17.5,PayType.HOURLY,8,100,closed
2025-09-22T13:45:28.741970-05:00,FLEX-19119,9876667762,Warehouse Operative,Indeed,OnTrac Final Mile,"Orlando, FL",16.0,16.0,PayType.HOURLY,25,200,closed
2025-09-22T13:40:54.616042-05:00,FLEX-19118,9876667296,Warehouse Operative,Indeed,OnTrac Final Mile,"Orlando, FL",16.0,16.0,PayType.HOURLY,0,200,closed
2025-09-22T13:39:17.447161-05:00,FLEX-19117,9876666541,Warehouse Operative,Indeed,OnTrac Final Mile,"Orlando, FL",16.0,16.0,PayType.HOURLY,143,200,closed
2025-09-22T12:16:00.343832-05:00,FLEX-19116,9876663960,Warehouse Operative,Indeed,"Stord, Inc","Hebron, KY",15.5,15.5,PayType.HOURLY,24,40,closed
2025-09-22T12:15:37.791942-05:00,FLEX-19115,9876663225,Warehouse Operative,Indeed,"Stord, Inc","Hebron, KY",15.5,15.5,PayType.HOURLY,1,40,closed
2025-09-22T12:25:16.028511-05:00,FLEX-19114,9876661371,Warehouse Operative,Indeed,CTDI,"Mt. Juliet, TN",16.0,16.0,PayType.HOURLY,0,100,closed
2025-10-17T09:29:34.943415-05:00,FLEX-19113,9876660538,Warehouse Operative,Indeed,CTDI,"Mt. Juliet, TN",16.0,16.0,PayType.HOURLY,0,100,closed
2025-09-22T12:24:38.526994-05:00,FLEX-19112,9876659700,Warehouse Operative,Indeed,CTDI,"Mt. Juliet, TN",16.0,16.0,PayType.HOURLY,0,100,closed
2025-09-23T10:52:45.970695-05:00,FLEX-19111,9876636739,Assembler,Indeed,AFC Industries,"West Chester , OH",14.0,14.0,PayType.HOURLY,19,80,closed
2025-09-23T10:53:11.393344-05:00,FLEX-19110,9876635965,Assembler,Indeed,AFC Industries,"West Chester , OH",14.0,14.0,PayType.HOURLY,4,80,closed
2025-09-22T12:17:29.962873-05:00,FLEX-19109,9876635348,Forklift Driver,Indeed,AFC Industries,"West Chester, OH",17.5,17.5,PayType.HOURLY,5,20,closed
2025-09-22T12:44:49.010207-05:00,FLEX-19108,9876634678,Warehouse Operative,Indeed,OnTrac Final Mile,"Lockbourne, OH",18.0,18.0,PayType.HOURLY,18,100,closed
2025-09-22T12:43:49.306758-05:00,FLEX-19107,9876633860,Warehouse Operative,Indeed,OnTrac Final Mile,"Lockbourne, OH",18.0,18.0,PayType.HOURLY,19,100,closed
2025-09-22T12:17:20.222113-05:00,FLEX-19106,9876632589,Forklift Driver,Indeed,AFC Industries,"West Chester, OH",16.5,16.5,PayType.HOURLY,4,60,closed
2025-09-22T12:41:01.301164-05:00,FLEX-19105,9876632014,Warehouse Operative,Indeed,OnTrac Final Mile,"Lockbourne, OH",18.0,18.0,PayType.HOURLY,12,45,closed
2025-09-22T12:15:24.708376-05:00,FLEX-19104,9876629081,Warehouse Operative,Indeed,"Stord, Inc","Hebron, KY",15.5,15.5,PayType.HOURLY,1,40,closed
2025-09-22T12:15:06.200249-05:00,FLEX-19102,9876603549,Warehouse Operative,Indeed,OnTrac Final Mile,"Lebanon, TN",18.0,18.0,PayType.HOURLY,5,200,closed
2025-10-06T10:24:52.450679-05:00,FLEX-19101,9876602378,Warehouse Operative,Indeed,OnTrac Final Mile,"Lebanon, TN",18.0,18.0,PayType.HOURLY,18,200,closed
2025-09-22T12:14:55.129473-05:00,FLEX-19100,9876601383,Warehouse Operative,Indeed,OnTrac Final Mile,"Lebanon, TN",18.0,18.0,PayType.HOURLY,8,75,closed
2025-11-20T16:43:30.998387-06:00,FLEX-19099,9876595233,Warehouse Operative,Indeed,OnTrac Final Mile,"Romeoville, IL",18.9,18.9,PayType.HOURLY,15,200,closed
2025-11-20T16:43:30.977807-06:00,FLEX-19098,9876594787,Warehouse Operative,Indeed,OnTrac Final Mile,"Romeoville, IL",18.9,18.9,PayType.HOURLY,54,200,closed
2025-11-20T16:43:30.957587-06:00,FLEX-19097,9876594239,Warehouse Operative,Indeed,OnTrac Final Mile,"Romeoville, IL",18.9,18.9,PayType.HOURLY,76,200,closed
2025-09-16T14:52:23.105992-05:00,FLEX-19096,,Warehouse Operative,Indeed,OnTrac Final Mile,"Cartersville, GA",16.5,16.5,PayType.HOURLY,0,100,closed
2025-09-22T12:14:43.726380-05:00,FLEX-19095,9876571118,Warehouse Operative,Indeed,OnTrac Final Mile,"Lebanon, TN",18.0,18.0,PayType.HOURLY,19,100,closed
2025-09-22T14:40:03.759056-05:00,FLEX-19089,9876232962,Line Cook,Indeed,Legends Hospitality,"Dallas, TX",17.0,17.0,PayType.HOURLY,36,40,closed
2025-09-16T14:48:48.916859-05:00,FLEX-19073,9874815680,Warehouse Operative,Indeed,OnTrac Final Mile,"Cartersville, GA",16.5,16.5,PayType.HOURLY,4,100,closed
2025-09-15T12:42:44.561265-05:00,FLEX-19052,9873585403,Warehouse Operative,Indeed,Uplift Desk ,"Austin, TX",18.0,18.0,PayType.HOURLY,0,80,closed
2025-11-20T16:43:30.846453-06:00,FLEX-19051,9873478364,Event Staff,Indeed,"UT Austin, Parking and Transportation Services","Austin, TX",20.0,21.0,PayType.HOURLY,0,300,closed
2025-09-15T10:29:32.358999-05:00,FLEX-19038,9872416413,Warehouse Operative,Indeed,OnTrac Final Mile,"Orlando, FL",16.0,16.0,PayType.HOURLY,0,200,closed
2025-09-19T08:36:27.908011-05:00,FLEX-19037,9872220217,Warehouse Operative,Indeed,CTDI,"Flower Mound, TX",13.0,13.5,PayType.HOURLY,0,200,closed
2025-09-19T08:36:28.887178-05:00,FLEX-19036,9872219227,Warehouse Operative,Indeed,CTDI,"Flower Mound, TX",13.0,13.5,PayType.HOURLY,0,200,closed
2025-09-19T08:36:29.925913-05:00,FLEX-19035,9872218142,Warehouse Operative,Indeed,CTDI,"Flower Mound, TX",13.0,13.5,PayType.HOURLY,0,200,closed
2025-09-19T08:36:35.378340-05:00,FLEX-19034,9872215509,Warehouse Operative,Indeed,CTDI,"Flower Mound, TX",13.0,13.5,PayType.HOURLY,34,200,closed
2025-09-15T12:42:15.132174-05:00,FLEX-19033,9872137196,Warehouse Operative,Indeed,Uplift Desk ,"Austin, TX",18.0,18.0,PayType.HOURLY,57,80,closed
2025-11-20T16:43:30.749514-06:00,FLEX-19028,9871474568,Event Staff,Indeed,"UT Austin, Parking and Transportation Services","Austin, TX",20.0,21.0,PayType.HOURLY,59,300,closed
2025-10-17T09:29:38.000349-05:00,FLEX-19014,9871085523,Warehouse Operative,Indeed,"Assurant, Inc (Hyla)","Mount Juliet, TN",17.0,17.0,PayType.HOURLY,362,160,closed
2025-09-09T20:35:39.664653-05:00,FLEX-19013,9871061260,Warehouse Operative,Indeed,"Assurant, Inc (Hyla)","Mount Juliet, TN",17.0,17.0,PayType.HOURLY,13,160,closed
2025-09-10T09:10:32.837386-05:00,FLEX-19012,9870949757,Warehouse Operative,Indeed,"Assurant, Inc (Hyla)","Mount Juliet, TN",17.0,17.0,PayType.HOURLY,0,160,closed
2025-09-15T12:33:26.902441-05:00,FLEX-19003,9869654144,Warehouse Operative,Indeed,Ingram Content Group,"La Vergne, TN",19.5,19.5,PayType.HOURLY,1,100,closed
2025-09-15T12:33:25.456179-05:00,FLEX-19002,9869653479,Warehouse Operative,Indeed,Ingram Content Group,"La Vergne, TN",19.5,19.5,PayType.HOURLY,0,100,closed
2025-09-15T12:33:24.191277-05:00,FLEX-19001,9869652895,Warehouse Operative,Indeed,Ingram Content Group,"La Vergne, TN",17.5,17.5,PayType.HOURLY,0,100,closed
2025-09-15T12:33:23.039714-05:00,FLEX-19000,9869652263,Warehouse Operative,Indeed,Ingram Content Group,"La Vergne, TN",17.5,17.5,PayType.HOURLY,0,100,closed
2025-09-15T12:33:21.503425-05:00,FLEX-18999,9869619218,Forklift Driver,Indeed,Ingram Content Group,"La Vergne, TN",19.5,19.5,PayType.HOURLY,0,100,closed
2025-09-15T12:33:20.368279-05:00,FLEX-18998,9869618521,Forklift Driver,Indeed,Ingram Content Group,"La Vergne, TN",19.5,19.5,PayType.HOURLY,0,100,closed
2025-09-15T12:33:19.227266-05:00,FLEX-18997,9869617989,Forklift Driver,Indeed,Ingram Content Group,"La Vergne, TN",19.5,19.5,PayType.HOURLY,0,100,closed
2025-09-15T12:33:17.961288-05:00,FLEX-18996,9869601971,Forklift Driver,Indeed,Ingram Content Group,"La Vergne, TN",17.5,17.5,PayType.HOURLY,0,100,closed
2025-09-08T17:33:13.534828-05:00,FLEX-18995,9869599557,Forklift Driver,Indeed,Ingram Content Group,"La Vergne, TN",17.5,17.5,PayType.HOURLY,0,100,closed
2025-09-15T12:33:14.188062-05:00,FLEX-18994,9869594231,Forklift Driver,Indeed,Ingram Content Group,"La Vergne, TN",17.5,17.5,PayType.HOURLY,0,100,closed
2025-09-15T12:33:12.746244-05:00,FLEX-18993,9869590289,Forklift Driver,Indeed,Ingram Content Group,"La Vergne, TN",17.5,17.5,PayType.HOURLY,0,100,closed
2025-09-15T09:40:14.774733-05:00,FLEX-18992,9869493140,Warehouse Operative,Indeed,Indeed Flex Applications,"Cartersville, GA",16.5,16.5,PayType.HOURLY,18,200,closed
2025-09-15T09:40:07.644824-05:00,FLEX-18991,9869492369,Warehouse Operative,Indeed,Indeed Flex Applications,"Cartersville, GA",16.5,16.5,PayType.HOURLY,0,200,closed
2025-09-15T09:39:58.541806-05:00,FLEX-18990,9869489654,Warehouse Operative,Indeed,Indeed Flex Applications,"Cartersville, GA",16.5,16.5,PayType.HOURLY,100,200,closed
2025-09-15T12:34:00.567337-05:00,FLEX-18989,9869463965,Picker Packer,Indeed,"Stord, Inc","Atlanta, GA",16.0,16.0,PayType.HOURLY,73,50,closed
2025-09-15T11:14:12.259902-05:00,FLEX-18988,9869463141,Assembler,Indeed,Foxconn,"Fort Worth, TX",17.0,17.0,PayType.HOURLY,16,60,closed
2025-09-15T11:12:27.489122-05:00,FLEX-18987,9869462822,Assembler,Indeed,Foxconn,"Fort Worth, TX",17.0,17.0,PayType.HOURLY,36,60,closed
2025-09-15T11:02:21.441869-05:00,FLEX-18986,9869462484,Assembler,Indeed,Foxconn,"Fort Worth, TX",15.0,15.0,PayType.HOURLY,31,60,closed
2025-09-15T10:50:38.548407-05:00,FLEX-18985,9869455556,Warehouse Operative,Indeed,OnTrac Final Mile,"Orlando, FL",16.0,16.0,PayType.HOURLY,35,200,closed
2025-09-15T10:31:33.068852-05:00,FLEX-18984,9869454798,Warehouse Operative,Indeed,OnTrac Final Mile,"Orlando, FL",16.0,16.0,PayType.HOURLY,125,200,closed
2025-11-20T16:43:30.617576-06:00,FLEX-18983,9869444325,Warehouse Operative,Indeed,CTDI,"Flower Mound, TX",14.0,14.0,PayType.HOURLY,11,100,closed
2025-11-20T16:43:30.597615-06:00,FLEX-18982,9869441581,Warehouse Operative,Indeed,CTDI,"Flower Mound, TX",14.0,14.0,PayType.HOURLY,8,100,closed
2025-11-20T16:43:30.576274-06:00,FLEX-18981,9869437599,Warehouse Operative,Indeed,CTDI,"Flower Mound, TX",13.5,13.5,PayType.HOURLY,6,100,closed
2025-11-20T16:43:30.553140-06:00,FLEX-18980,9869436047,Warehouse Operative,Indeed,CTDI,"Flower Mound, TX",13.5,13.5,PayType.HOURLY,1,100,closed
2025-11-20T16:43:30.530338-06:00,FLEX-18979,9869431880,Warehouse Operative,Indeed,CTDI,"Flower Mound, TX",13.0,13.0,PayType.HOURLY,5,100,closed
2025-11-20T16:43:30.504383-06:00,FLEX-18978,9869430554,Warehouse Operative,Indeed,CTDI,"Flower Mound, TX",13.0,13.0,PayType.HOURLY,3,100,closed
2025-09-15T12:33:56.217891-05:00,FLEX-18977,9869388234,Warehouse Operative,Indeed,"Stord, Inc","Hebron, KY",15.5,15.5,PayType.HOURLY,13,40,closed
2025-09-15T12:33:54.977015-05:00,FLEX-18976,9869347168,Warehouse Operative,Indeed,"Stord, Inc","Hebron, KY",15.5,15.5,PayType.HOURLY,7,40,closed
2025-09-29T17:40:26.445516-05:00,FLEX-18975,9869340143,Warehouse Operative,Indeed,CTDI,"Mt. Juliet, TN",16.0,16.0,PayType.HOURLY,9,100,closed
2025-09-29T17:39:58.743651-05:00,FLEX-18974,9869327995,Warehouse Operative,Indeed,CTDI,"Mt. Juliet, TN",16.0,16.0,PayType.HOURLY,30,100,closed
2025-09-29T17:40:19.494524-05:00,FLEX-18973,9869326914,Warehouse Operative,Indeed,CTDI,"Mt. Juliet, TN",16.0,16.0,PayType.HOURLY,29,100,closed
2025-11-20T16:43:30.475936-06:00,FLEX-18972,9869288927,Warehouse Operative,Indeed,OnTrac Final Mile,"Mount Prospect, IL",18.75,18.75,PayType.HOURLY,29,100,closed
2025-09-15T10:23:42.705643-05:00,FLEX-18971,9869287564,Assembler,Indeed,AFC Industries,"West Chester , OH",14.0,14.0,PayType.HOURLY,13,80,closed
2025-11-20T16:43:30.449331-06:00,FLEX-18970,9869283603,Warehouse Operative,Indeed,OnTrac Final Mile,"Romeoville, IL",18.9,18.9,PayType.HOURLY,27,200,closed
2025-09-15T10:22:13.881350-05:00,FLEX-18969,9869283602,Assembler,Indeed,AFC Industries,"West Chester , OH",14.0,14.0,PayType.HOURLY,6,80,closed
2025-11-20T16:43:30.413975-06:00,FLEX-18968,9869281592,Warehouse Operative,Indeed,OnTrac Final Mile,"Romeoville, IL",18.9,18.9,PayType.HOURLY,43,200,closed
2025-09-15T10:22:04.099678-05:00,FLEX-18967,9869280052,Forklift Driver,Indeed,AFC Industries,"West Chester, OH",17.5,17.5,PayType.HOURLY,5,20,closed
2025-11-20T16:43:30.367075-06:00,FLEX-18966,9869276500,Warehouse Operative,Indeed,OnTrac Final Mile,"Romeoville, IL",18.9,18.9,PayType.HOURLY,68,200,closed
2025-09-15T10:21:54.311428-05:00,FLEX-18965,9869272044,Forklift Driver,Indeed,AFC Industries,"West Chester, OH",16.5,16.5,PayType.HOURLY,2,60,closed
2025-09-15T10:32:03.676638-05:00,FLEX-18964,9869270844,Warehouse Operative,Indeed,"Stord, Inc","Hebron, KY",15.5,15.5,PayType.HOURLY,9,40,closed
2025-09-15T10:03:23.408140-05:00,FLEX-18963,9869257793,Warehouse Operative,Indeed,OnTrac Final Mile,"Lockbourne, OH",18.0,18.0,PayType.HOURLY,33,100,closed
2025-09-15T10:00:02.984722-05:00,FLEX-18962,9869221316,Warehouse Operative,Indeed,OnTrac Final Mile,"Lockbourne, OH",18.0,18.0,PayType.HOURLY,27,100,closed
2025-09-15T10:30:53.969967-05:00,FLEX-18961,9869219377,Warehouse Operative,Indeed,OnTrac Final Mile,"Lebanon, TN",18.0,18.0,PayType.HOURLY,21,200,closed
2025-09-15T09:58:47.051010-05:00,FLEX-18960,9869216215,Warehouse Operative,Indeed,OnTrac Final Mile,"Lockbourne, OH",18.0,18.0,PayType.HOURLY,22,45,closed
2025-09-15T10:30:05.197661-05:00,FLEX-18958,9869169269,Warehouse Operative,Indeed,OnTrac Final Mile,"Lebanon, TN",18.0,18.0,PayType.HOURLY,4,75,closed
2025-09-15T10:29:52.019270-05:00,FLEX-18957,9869163087,Warehouse Operative,Indeed,OnTrac Final Mile,"Lebanon, TN",18.0,18.0,PayType.HOURLY,14,100,closed
2025-11-20T16:43:30.301932-06:00,FLEX-18943,9867263238,Warehouse Operative,Indeed,CTDI,"Flower Mound, TX",13.0,13.5,PayType.HOURLY,72,100,closed
2025-10-10T01:01:24.368798-05:00,FLEX-18940,9867041663,Warehouse Operative,Indeed,Indeed Flex Applications,"Romeoville, IL",18.9,18.9,PayType.HOURLY,0,200,closed
2025-09-08T13:47:50.952392-05:00,FLEX-18939,9866956444,Warehouse Operative,Indeed,"Stord, Inc","Hebron, KY",15.5,15.5,PayType.HOURLY,6,40,closed
2025-09-10T11:03:25.093016-05:00,FLEX-18919,9866008792,Warehouse Operative,Indeed,CTDI,"Flower Mound, TX",13.0,13.5,PayType.HOURLY,0,200,closed
2025-09-10T11:00:06.306649-05:00,FLEX-18918,9866008282,Warehouse Operative,Indeed,CTDI,"Flower Mound, TX",13.0,13.5,PayType.HOURLY,0,200,closed
2025-10-09T01:01:29.314913-05:00,FLEX-18917,9865946696,Warehouse Operative,Indeed,Indeed Flex Applications,"Lockbourne, OH",18.0,18.0,PayType.HOURLY,0,200,closed
2025-10-10T01:01:24.338677-05:00,FLEX-18916,9865939151,Warehouse Operative,Indeed,Indeed Flex Applications,"Romeoville, IL",18.9,18.9,PayType.HOURLY,0,200,closed
2025-10-10T01:01:24.309002-05:00,FLEX-18915,9865926692,Warehouse Operative,Indeed,Indeed Flex Applications,"Romeoville, IL",18.9,18.9,PayType.HOURLY,0,200,closed
2025-10-09T01:01:29.275531-05:00,FLEX-18914,9865849941,Warehouse Operative,Indeed,Indeed Flex Applications,"Lockbourne, OH",18.0,18.0,PayType.HOURLY,0,200,closed
2025-09-08T13:50:05.239552-05:00,FLEX-18913,9865802467,Concession Stand Worker,Indeed,Levy Restaurants,"Chicago, IL",25.0,25.0,PayType.HOURLY,6,,closed
2025-09-08T13:50:01.997224-05:00,FLEX-18912,9865780946,Concession Stand Worker,Indeed,Levy Restaurants,"Chicago, IL",25.0,25.0,PayType.HOURLY,11,,closed
2025-09-08T13:50:00.682120-05:00,FLEX-18911,9865779147,Concession Stand Worker,Indeed,Levy Restaurants,"Chicago, IL",25.0,25.0,PayType.HOURLY,41,,closed
2025-09-08T13:49:59.310564-05:00,FLEX-18910,9865766932,Concession Stand Worker,Indeed,Levy Restaurants,"Chicago, IL",25.0,25.0,PayType.HOURLY,40,1260,closed
2025-09-08T13:35:52.162943-05:00,FLEX-18909,9865676974,Warehouse Operative,Indeed,OnTrac Final Mile,"Orlando, FL",16.0,16.0,PayType.HOURLY,10,200,closed
2025-09-11T15:06:05.839433-05:00,FLEX-18858,9865072819,Forklift Driver,Indeed,"Stord, Inc","Atlanta, GA",18.0,18.0,PayType.HOURLY,44,45,closed
2025-09-16T15:39:36.043397-05:00,FLEX-18857,9864796865,Line Cook,Indeed,Legends Hospitality,"Dallas, TX",17.0,17.0,PayType.HOURLY,19,100,closed
2025-09-08T13:33:47.129685-05:00,FLEX-18856,9864776270,Warehouse Operative,Indeed,OnTrac Final Mile,"Orlando, FL",16.0,16.0,PayType.HOURLY,39,200,closed
2025-09-18T13:49:16.410543-05:00,FLEX-18855,9864662926,Warehouse Operative,Indeed,OnTrac Final Mile,"Phoenix, AZ",18.0,18.0,PayType.HOURLY,39,100,closed
2025-09-18T13:50:45.850804-05:00,FLEX-18854,9864661575,Warehouse Operative,Indeed,OnTrac Final Mile,"Phoenix, AZ",18.0,18.0,PayType.HOURLY,57,100,closed
2025-09-10T11:06:37.019383-05:00,FLEX-18852,9864604775,Warehouse Operative,Indeed,CTDI,"Flower Mound, TX",13.0,13.5,PayType.HOURLY,0,200,closed
2025-09-11T15:49:54.871943-05:00,FLEX-18851,9864531520,Warehouse Clerk,Indeed,"Stord, Inc","Union City, GA",17.0,17.0,PayType.HOURLY,100,100,closed
2025-09-10T11:08:11.023310-05:00,FLEX-18828,9863560952,Warehouse Operative,Indeed,CTDI,"Flower Mound, TX",13.0,13.5,PayType.HOURLY,31,200,closed
2025-09-02T16:12:54.715527-05:00,FLEX-18827,9863487006,Warehouse Operative,Indeed,OnTrac Final Mile,"Fort Mill, SC",18.0,18.0,PayType.HOURLY,0,200,closed
2025-09-02T16:12:55.951768-05:00,FLEX-18826,9863486200,Warehouse Operative,Indeed,OnTrac Final Mile,"Fort Mill, SC",18.0,18.0,PayType.HOURLY,0,200,closed
2025-09-08T13:47:52.203102-05:00,FLEX-18825,9863464533,Warehouse Operative,Indeed,"Stord, Inc","Hebron, KY",15.5,15.5,PayType.HOURLY,10,40,closed
2025-10-10T01:01:24.278971-05:00,FLEX-18824,9863414041,Warehouse Operative,Indeed,Indeed Flex Applications,"Romeoville, IL",18.9,18.9,PayType.HOURLY,0,200,closed
2025-10-09T01:01:29.230318-05:00,FLEX-18823,9863413475,Warehouse Operative,Indeed,Indeed Flex Applications,"Lockbourne, OH",18.0,18.0,PayType.HOURLY,0,200,closed
2025-11-20T16:43:29.947814-06:00,FLEX-18822,9863365163,Warehouse Operative,Indeed,CORT,"Chicago, IL",17.0,17.0,PayType.HOURLY,63,100,closed
2025-11-20T16:43:29.926617-06:00,FLEX-18821,9863363772,Warehouse Operative,Indeed,OnTrac Final Mile,"Mount Prospect, IL",18.75,18.75,PayType.HOURLY,15,100,closed
2025-11-20T16:43:29.910204-06:00,FLEX-18820,9863361389,Warehouse Operative,Indeed,OnTrac Final Mile,"Romeoville, IL",18.9,18.9,PayType.HOURLY,35,200,closed
2025-11-20T16:43:29.893339-06:00,FLEX-18819,9863359201,Warehouse Operative,Indeed,OnTrac Final Mile,"Romeoville, IL",18.9,18.9,PayType.HOURLY,50,200,closed
2025-09-04T15:13:48.499672-05:00,FLEX-18818,9863357664,Warehouse Operative,Indeed,Indeed Flex Applications,"Mt. Juliet, TN",16.0,18.0,PayType.HOURLY,6,100,closed
2025-11-20T16:43:29.874325-06:00,FLEX-18817,9863355540,Barista,Indeed,Eurest USA,"Austin, TX",17.0,17.0,PayType.HOURLY,1,50,closed
2025-09-04T15:13:47.146080-05:00,FLEX-18816,9863352009,Warehouse Operative,Indeed,Indeed Flex Applications,"Mt. Juliet, TN",16.0,18.0,PayType.HOURLY,0,100,closed
2025-09-08T13:49:15.100221-05:00,FLEX-18815,9863349354,Warehouse Operative,Indeed,CTDI,"Mt. Juliet, TN",16.0,16.0,PayType.HOURLY,8,100,closed
2025-09-08T13:49:16.352211-05:00,FLEX-18814,9863348083,Warehouse Operative,Indeed,CTDI,"Mt. Juliet, TN",16.0,16.0,PayType.HOURLY,23,100,closed
2025-09-08T13:46:16.170021-05:00,FLEX-18813,9863347691,Assembler,Indeed,Foxconn,"Fort Worth, TX",17.0,17.0,PayType.HOURLY,27,60,closed
2025-09-08T13:44:45.369388-05:00,FLEX-18812,9863347086,Assembler,Indeed,Foxconn,"Fort Worth, TX",17.0,17.0,PayType.HOURLY,27,60,closed
2025-09-08T13:43:14.587094-05:00,FLEX-18811,9863344622,Assembler,Indeed,Foxconn,"Fort Worth, TX",15.0,15.0,PayType.HOURLY,24,60,closed
2025-11-20T16:43:29.856872-06:00,FLEX-18810,9863343725,Barista,Indeed,Eurest USA,"Austin, TX",17.0,17.0,PayType.HOURLY,4,50,closed
2025-10-14T01:02:06.709114-05:00,FLEX-18809,9863339429,Server,Indeed,Merritt Hospitality LLC,"Atlanta, GA",13.5,13.5,PayType.HOURLY,40,40,closed
2025-09-16T15:39:37.364502-05:00,FLEX-18808,9863338928,Line Cook,Indeed,Merritt Hospitality LLC,"Atlanta, GA",17.0,17.0,PayType.HOURLY,49,80,closed
2025-10-01T11:28:22.733745-05:00,FLEX-18807,9863338261,Housekeeper,Indeed,Merritt Hospitality LLC,"Atlanta, GA",16.0,16.0,PayType.HOURLY,91,90,closed
2025-10-01T11:28:20.427240-05:00,FLEX-18806,9863338260,Housekeeper,Indeed,Merritt Hospitality LLC,"Dallas, TX",15.0,15.0,PayType.HOURLY,50,50,closed
2025-10-01T11:28:18.496075-05:00,FLEX-18805,9863337590,Housekeeper,Indeed,Merritt Hospitality LLC,"Dallas, TX",15.0,15.0,PayType.HOURLY,50,50,closed
2025-09-08T13:56:51.703434-05:00,FLEX-18804,9863333660,Forklift Driver,Indeed,AFC Industries,"West Chester, OH",17.5,17.5,PayType.HOURLY,6,20,closed
2025-09-08T13:56:37.262323-05:00,FLEX-18803,9863331697,Forklift Driver,Indeed,AFC Industries,"West Chester, OH",16.5,16.5,PayType.HOURLY,2,60,closed
